"","V1","V2","V3"
"159",0,0,1
"160",0,0,1
"161",0,1,0
"162",0,1,0
"163",0,0,1
"164",0,0,1
"165",0,0,1
"166",0,0,1
"167",0,0,1
"168",0,0,1
"169",0,0,1
"170",0,1,0
"171",0,1,0
"172",0,1,0
"173",0,1,0
"174",0,1,0
"175",0,1,0
"176",0,1,0
"177",0,1,0
"178",0,1,0
"179",0,1,0
"180",0,0,1
"181",0,0,1
"182",0,0,1
"183",0,1,0
"184",0,1,0
"185",0,1,0
"186",0,1,0
"187",0,1,0
"188",0,1,0
"189",0,1,0
"190",0,1,0
"191",0,1,0
"192",0,1,0
"193",0,1,0
"194",0,1,0
"195",0,1,0
"196",0,0,1
"197",0,0,1
"198",0,0,1
"199",0,0,1
"200",0,0,1
"201",0,0,1
"202",0,1,0
"203",0,0,1
"204",0,1,0
"205",0,1,0
"206",0,1,0
"207",0,1,0
"208",0,0,1
"209",0,0,1
"210",0,0,1
"211",0,0,1
"212",0,0,1
"213",0,0,1
"214",0,0,1
"215",0,0,1
"216",0,0,1
"217",0,0,1
"218",0,0,1
"219",0,0,1
"220",0,0,1
"221",0,0,1
"222",0,1,0
"223",0,1,0
"224",0,1,0
"225",0,0,1
"226",0,0,1
"227",0,0,1
"228",0,0,1
"229",0,0,1
"230",0,0,1
"231",0,0,1
"232",0,0,1
"233",0,0,1
"234",0,0,1
"235",0,0,1
"236",0,0,1
"237",0,0,1
"238",0,0,1
"239",0,0,1
"240",0,0,1
"241",0,0,1
"242",0,0,1
"243",0,0,1
"244",0,0,1
"245",0,0,1
"246",0,0,1
"247",0,0,1
"248",0,1,0
"249",0,1,0
"250",0,1,0
"251",0,0,1
"252",0,0,1
"253",0,0,1
"254",0,0,1
"255",0,0,1
"256",0,0,1
"257",0,0,1
"258",0,0,1
"259",0,1,0
"260",0,1,0
"261",0,1,0
"262",0,1,0
"263",0,1,0
"264",0,1,0
"265",0,1,0
"266",0,1,0
"267",0,1,0
"268",0,1,0
"269",0,1,0
"270",0,1,0
"271",0,1,0
"272",0,1,0
"273",0,1,0
"274",0,0,1
"275",0,0,1
"276",0,0,1
"277",0,0,1
"278",0,0,1
"279",0,0,1
"280",0,0,1
"281",0,0,1
"282",0,0,1
"283",0,0,1
"284",0,0,1
"285",0,0,1
"286",0,0,1
"287",0,1,0
"288",0,1,0
"289",0,1,0
"290",0,1,0
"291",0,1,0
"292",0,1,0
"293",0,1,0
"294",0,1,0
"295",0,1,0
"296",0,1,0
"297",0,1,0
"298",0,1,0
"299",0,1,0
"300",0,0,1
"301",0,0,1
"302",0,0,1
"303",0,0,1
"304",0,0,1
"305",0,0,1
"306",0,0,1
"307",0,0,1
"308",0,0,1
"309",0,0,1
"310",0,0,1
"311",0,0,1
"312",0,0,1
"313",0,0,1
"314",0,0,1
"315",0,0,1
"316",0,0,1
"317",0,0,1
"318",0,0,1
"319",0,0,1
"320",0,0,1
"321",0,0,1
"322",0,0,1
"323",0,0,1
"324",0,0,1
"325",0,0,1
"326",0,0,1
"327",0,0,1
"328",0,0,1
"329",0,0,1
"330",0,0,1
"331",0,0,1
"332",0,0,1
"333",0,0,1
"334",0,0,1
"335",0,0,1
"336",0,0,1
"337",0,0,1
"338",0,0,1
"339",0,0,1
"340",0,0,1
"341",0,0,1
"342",0,0,1
"343",0,0,1
"344",0,0,1
"345",0,0,1
"346",0,0,1
"347",0,0,1
"348",0,0,1
"349",0,0,1
"350",0,0,1
"351",0,0,1
"352",0,1,0
"353",0,1,0
"354",0,1,0
"355",0,1,0
"356",0,1,0
"357",0,1,0
"358",0,1,0
"359",0,1,0
"360",0,1,0
"361",0,1,0
"362",0,1,0
"363",0,1,0
"364",0,1,0
"365",0,0,1
"366",0,0,1
"367",0,0,1
"368",0,0,1
"369",0,0,1
"370",0,0,1
"371",0,0,1
"372",0,0,1
"373",0,0,1
"374",0,0,1
"375",0,0,1
"376",0,0,1
"377",0,0,1
"378",0,0,1
"379",0,0,1
"380",0,0,1
"381",0,0,1
"382",0,0,1
"383",0,0,1
"384",0,0,1
"385",0,0,1
"386",0,0,1
"387",0,0,1
"388",0,0,1
"389",0,0,1
"390",0,0,1
"391",0,1,0
"392",0,1,0
"393",0,1,0
"394",0,1,0
"395",0,1,0
"396",0,1,0
"397",0,1,0
"398",0,1,0
"399",0,1,0
"400",0,1,0
"401",0,1,0
"402",0,1,0
"403",0,1,0
"404",0,1,0
"405",0,1,0
"406",0,1,0
"407",0,1,0
"408",0,0,1
"409",0,1,0
"410",0,1,0
"411",0,1,0
"412",0,1,0
"413",0,1,0
"414",0,1,0
"415",0,1,0
"416",0,1,0
"417",0,1,0
"418",0,1,0
"419",0,1,0
"420",0,1,0
"421",0,1,0
"422",0,1,0
"423",0,1,0
"424",0,1,0
"425",0,1,0
"426",0,1,0
"427",0,1,0
"428",0,1,0
"429",0,1,0
"430",0,0,1
"431",0,0,1
"432",0,0,1
"433",0,0,1
"434",0,0,1
"435",0,0,1
"436",0,0,1
"437",0,0,1
"438",0,0,1
"439",0,0,1
"440",0,0,1
"441",0,0,1
"442",0,0,1
"443",0,1,0
"444",0,1,0
"445",0,1,0
"446",0,1,0
"447",0,0,1
"448",0,0,1
"449",0,0,1
"450",0,0,1
"451",0,0,1
"452",0,0,1
"453",0,0,1
"454",0,0,1
"455",0,1,0
"456",0,1,0
"457",0,1,0
"458",0,1,0
"459",0,1,0
"460",0,1,0
"461",0,1,0
"462",0,1,0
"463",0,1,0
"464",0,0,1
"465",0,0,1
"466",0,0,1
"467",0,0,1
"468",0,0,1
"469",0,1,0
"470",0,1,0
"471",0,1,0
"472",0,1,0
"473",0,1,0
"474",0,1,0
"475",0,1,0
"476",0,1,0
"477",0,1,0
"478",0,1,0
"479",0,1,0
"480",0,1,0
"481",0,1,0
"482",0,1,0
"483",0,1,0
"484",0,1,0
"485",0,1,0
"486",0,1,0
"487",0,1,0
"488",0,1,0
"489",0,1,0
"490",0,1,0
"491",0,1,0
"492",0,1,0
"493",0,1,0
"494",0,1,0
"495",0,1,0
"496",0,1,0
"497",0,1,0
"498",0,1,0
"499",0,1,0
"500",0,1,0
"501",0,1,0
"502",0,1,0
"503",0,1,0
"504",0,1,0
"505",0,1,0
"506",0,1,0
"507",0,1,0
"508",0,0,1
"509",0,0,1
"510",0,0,1
"511",0,0,1
"512",0,0,1
"513",0,0,1
"514",0,0,1
"515",0,0,1
"516",0,0,1
"517",0,0,1
"518",0,0,1
"519",0,0,1
"520",0,0,1
"521",0,0,1
"522",0,0,1
"523",0,1,0
"524",0,0,1
"525",0,1,0
"526",0,1,0
"527",0,1,0
"528",0,1,0
"529",0,1,0
"530",0,1,0
"531",0,1,0
"532",0,1,0
"533",0,0,1
"534",0,0,1
"535",0,0,1
"536",0,1,0
"537",0,1,0
"538",0,0,1
"539",0,0,1
"540",0,0,1
"541",0,1,0
"542",0,1,0
"543",0,0,1
"544",0,0,1
"545",0,0,1
"546",0,0,1
"547",0,0,1
"548",0,0,1
"549",0,0,1
"550",0,0,1
"551",0,0,1
"552",0,0,1
"553",0,0,1
"554",0,0,1
"555",0,0,1
"556",0,0,1
"557",0,0,1
"558",0,0,1
"559",0,0,1
"560",0,1,0
"561",0,1,0
"562",0,1,0
"563",0,0,1
"564",0,0,1
"565",0,0,1
"566",0,0,1
"567",0,1,0
"568",0,1,0
"569",0,1,0
"570",0,1,0
"571",0,1,0
"572",0,1,0
"573",0,0,1
"574",0,0,1
"575",0,0,1
"576",0,0,1
"577",0,0,1
"578",0,0,1
"579",0,0,1
"580",0,0,1
"581",0,0,1
"582",0,0,1
"583",0,0,1
"584",0,0,1
"585",0,0,1
"586",0,0,1
"587",0,0,1
"588",0,0,1
"589",0,0,1
"590",0,0,1
"591",0,0,1
"592",0,0,1
"593",0,0,1
"594",0,0,1
"595",0,0,1
"596",0,0,1
"597",0,0,1
"598",0,0,1
"599",0,1,0
"600",0,1,0
"601",0,1,0
"602",0,1,0
"603",0,1,0
"604",0,1,0
"605",0,1,0
"606",0,1,0
"607",0,1,0
"608",0,1,0
"609",0,1,0
"610",0,1,0
"611",0,1,0
"612",0,0,1
"613",0,0,1
"614",0,0,1
"615",0,0,1
"616",0,0,1
"617",0,0,1
"618",0,0,1
"619",0,0,1
"620",0,0,1
"621",0,0,1
"622",0,0,1
"623",0,0,1
"624",0,0,1
"625",0,0,1
"626",0,0,1
"627",0,1,0
"628",0,1,0
"629",0,1,0
"630",0,1,0
"631",0,1,0
"632",0,1,0
"633",0,1,0
"634",0,1,0
"635",0,1,0
"636",0,1,0
"637",0,1,0
"638",0,1,0
"639",0,1,0
"640",0,1,0
"641",0,1,0
"642",0,1,0
"643",0,1,0
"644",0,1,0
"645",0,1,0
"646",0,1,0
"647",0,1,0
"648",0,1,0
"649",0,1,0
"650",0,1,0
"651",0,1,0
"652",0,1,0
"653",0,1,0
"654",0,1,0
"655",0,1,0
"656",0,1,0
"657",0,1,0
"658",0,1,0
"659",0,1,0
"660",0,1,0
"661",0,1,0
"662",0,1,0
"663",0,1,0
"664",0,0,1
"665",0,0,1
"666",0,0,1
"667",0,0,1
"668",0,0,1
"669",0,0,1
"670",0,0,1
"671",0,0,1
"672",0,0,1
"673",0,0,1
"674",0,0,1
"675",0,0,1
"676",0,0,1
"677",0,1,0
"678",0,1,0
"679",0,1,0
"680",0,1,0
"681",0,1,0
"682",0,1,0
"683",0,1,0
"684",0,1,0
"685",0,1,0
"686",0,1,0
"687",0,1,0
"688",0,1,0
"689",0,0,1
"690",0,1,0
"691",0,1,0
"692",0,1,0
"693",0,1,0
"694",0,1,0
"695",0,1,0
"696",0,1,0
"697",0,1,0
"698",0,1,0
"699",0,1,0
"700",0,1,0
"701",0,1,0
"702",0,1,0
"703",0,0,1
"704",0,0,1
"705",0,0,1
"706",0,1,0
"707",0,1,0
"708",0,1,0
"709",0,1,0
"710",0,1,0
"711",0,1,0
"712",0,1,0
"713",0,1,0
"714",0,1,0
"715",0,1,0
"716",0,1,0
"717",0,1,0
"718",0,1,0
"719",0,1,0
"720",0,1,0
"721",0,1,0
"722",0,0,1
"723",0,0,1
"724",0,0,1
"725",0,0,1
"726",0,0,1
"727",0,0,1
"728",0,1,0
"729",0,0,1
"730",0,0,1
"731",0,0,1
"732",0,0,1
"733",0,0,1
"734",0,0,1
"735",0,1,0
"736",0,1,0
"737",0,1,0
"738",0,1,0
"739",0,1,0
"740",0,1,0
"741",0,0,1
"742",0,0,1
"743",0,1,0
"744",0,1,0
"745",0,1,0
"746",0,1,0
"747",0,1,0
"748",0,0,1
"749",0,0,1
"750",0,0,1
"751",0,0,1
"752",0,0,1
"753",0,0,1
"754",0,0,1
"755",0,0,1
"756",0,0,1
"757",0,0,1
"758",0,0,1
"759",0,0,1
"760",0,0,1
"761",0,0,1
"762",0,0,1
"763",0,0,1
"764",0,0,1
"765",0,0,1
"766",0,0,1
"767",0,0,1
"768",0,0,1
"769",0,0,1
"770",0,0,1
"771",0,0,1
"772",0,0,1
"773",0,0,1
"774",0,0,1
"775",0,0,1
"776",0,0,1
"777",0,0,1
"778",0,0,1
"779",0,0,1
"780",0,0,1
"781",0,0,1
"782",0,0,1
"783",0,0,1
"784",0,0,1
"785",0,0,1
"786",0,0,1
"787",0,0,1
"788",0,0,1
"789",0,0,1
"790",0,0,1
"791",0,0,1
"792",0,0,1
"793",0,0,1
"794",0,0,1
"795",0,0,1
"796",0,0,1
"797",0,0,1
"798",0,0,1
"799",0,0,1
"800",0,0,1
"801",0,0,1
"802",0,0,1
"803",0,0,1
"804",0,0,1
"805",0,0,1
"806",0,0,1
"807",0,0,1
"808",0,0,1
"809",0,0,1
"810",0,0,1
"811",0,0,1
"812",0,0,1
"813",0,0,1
"814",0,0,1
"815",0,0,1
"816",0,0,1
"817",0,0,1
"818",0,0,1
"819",0,0,1
"820",0,1,0
"821",0,1,0
"822",0,1,0
"823",0,1,0
"824",0,1,0
"825",0,1,0
"826",0,1,0
"827",0,1,0
"828",0,1,0
"829",0,1,0
"830",0,1,0
"831",0,1,0
"832",0,1,0
"833",0,1,0
"834",0,1,0
"835",0,1,0
"836",0,1,0
"837",0,1,0
"838",0,1,0
"839",0,1,0
"840",0,1,0
"841",0,1,0
"842",0,1,0
"843",0,1,0
"844",0,1,0
"845",0,1,0
"846",0,0,1
"847",0,0,1
"848",0,0,1
"849",0,0,1
"850",0,0,1
"851",0,0,1
"852",0,0,1
"853",0,0,1
"854",0,0,1
"855",0,0,1
"856",0,0,1
"857",0,0,1
"858",0,0,1
"859",0,1,0
"860",0,1,0
"861",0,0,1
"862",0,0,1
"863",0,0,1
"864",0,0,1
"865",0,0,1
"866",0,0,1
"867",0,0,1
"868",0,0,1
"869",0,0,1
"870",0,0,1
"871",0,0,1
"872",0,0,1
"873",0,0,1
"874",0,0,1
"875",0,0,1
"876",0,0,1
"877",0,0,1
"878",0,0,1
"879",0,0,1
"880",0,0,1
"881",0,0,1
"882",0,0,1
"883",0,0,1
"884",0,0,1
"885",0,1,0
"886",0,1,0
"887",0,1,0
"888",0,1,0
"889",0,1,0
"890",0,1,0
"891",0,1,0
"892",0,1,0
"893",0,1,0
"894",0,1,0
"895",0,1,0
"896",0,1,0
"897",0,1,0
"898",0,1,0
"899",0,1,0
"900",0,1,0
"901",0,1,0
"902",0,1,0
"903",0,1,0
"904",0,1,0
"905",0,1,0
"906",0,1,0
"907",0,1,0
"908",0,1,0
"909",0,1,0
"910",0,1,0
"911",0,1,0
"912",0,1,0
"913",0,1,0
"914",0,1,0
"915",0,1,0
"916",0,1,0
"917",0,1,0
"918",0,1,0
"919",0,1,0
"920",0,1,0
"921",0,1,0
"922",0,1,0
"923",0,1,0
"924",0,1,0
"925",0,1,0
"926",0,1,0
"927",0,1,0
"928",0,1,0
"929",0,1,0
"930",0,1,0
"931",0,1,0
"932",0,1,0
"933",0,1,0
"934",0,1,0
"935",0,1,0
"936",0,1,0
"937",0,1,0
"938",0,1,0
"939",0,1,0
"940",0,1,0
"941",0,1,0
"942",0,1,0
"943",0,1,0
"944",0,1,0
"945",0,1,0
"946",0,1,0
"947",0,1,0
"948",0,1,0
"949",0,1,0
"950",0,0,1
"951",0,0,1
"952",0,0,1
"953",0,0,1
"954",0,0,1
"955",0,0,1
"956",0,0,1
"957",0,0,1
"958",0,0,1
"959",0,0,1
"960",0,1,0
"961",0,1,0
"962",0,1,0
"963",0,1,0
"964",0,1,0
"965",0,1,0
"966",0,1,0
"967",0,1,0
"968",0,1,0
"969",0,1,0
"970",0,1,0
"971",0,1,0
"972",0,1,0
"973",0,1,0
"974",0,1,0
"975",0,1,0
"976",0,1,0
"977",0,1,0
"978",0,0,1
"979",0,0,1
"980",0,0,1
"981",0,0,1
"982",0,0,1
"983",0,0,1
"984",0,1,0
"985",0,1,0
"986",0,1,0
"987",0,1,0
"988",0,1,0
"989",0,0,1
"990",0,0,1
"991",0,0,1
"992",0,0,1
"993",0,0,1
"994",0,0,1
"995",0,0,1
"996",0,1,0
"997",0,1,0
"998",0,1,0
"999",0,1,0
"1000",0,1,0
"1001",0,1,0
"1002",0,0,1
"1003",0,0,1
"1004",0,0,1
"1005",0,1,0
"1006",0,0,1
"1007",0,1,0
"1008",0,1,0
"1009",0,1,0
"1010",0,1,0
"1011",0,1,0
"1012",0,1,0
"1013",0,1,0
"1014",0,1,0
"1015",0,1,0
"1016",0,1,0
"1017",0,1,0
"1018",0,1,0
"1019",0,1,0
"1020",0,1,0
"1021",0,1,0
"1022",0,1,0
"1023",0,1,0
"1024",0,1,0
"1025",0,1,0
"1026",0,1,0
"1027",0,1,0
"1028",0,0,1
"1029",0,0,1
"1030",0,0,1
"1031",0,0,1
"1032",0,0,1
"1033",0,0,1
"1034",0,0,1
"1035",0,0,1
"1036",0,0,1
"1037",0,0,1
"1038",0,1,0
"1039",0,1,0
"1040",0,1,0
"1041",0,0,1
"1042",0,0,1
"1043",0,0,1
"1044",0,0,1
"1045",0,0,1
"1046",0,0,1
"1047",0,0,1
"1048",0,0,1
"1049",0,0,1
"1050",0,0,1
"1051",0,0,1
"1052",0,0,1
"1053",0,0,1
"1054",0,0,1
"1055",0,0,1
"1056",0,0,1
"1057",0,0,1
"1058",0,0,1
"1059",0,0,1
"1060",0,0,1
"1061",0,0,1
"1062",0,0,1
"1063",0,0,1
"1064",0,0,1
"1065",0,0,1
"1066",0,0,1
"1067",0,0,1
"1068",0,0,1
"1069",0,0,1
"1070",0,0,1
"1071",0,0,1
"1072",0,0,1
"1073",0,0,1
"1074",0,0,1
"1075",0,0,1
"1076",0,0,1
"1077",0,0,1
"1078",0,0,1
"1079",0,0,1
"1080",0,1,0
"1081",0,1,0
"1082",0,1,0
"1083",0,1,0
"1084",0,1,0
"1085",0,1,0
"1086",0,1,0
"1087",0,1,0
"1088",0,1,0
"1089",0,1,0
"1090",0,1,0
"1091",0,1,0
"1092",0,1,0
"1093",0,1,0
"1094",0,1,0
"1095",0,1,0
"1096",0,1,0
"1097",0,1,0
"1098",0,1,0
"1099",0,1,0
"1100",0,1,0
"1101",0,1,0
"1102",0,1,0
"1103",0,1,0
"1104",0,1,0
"1105",0,1,0
"1106",0,1,0
"1107",0,1,0
"1108",0,1,0
"1109",0,1,0
"1110",0,1,0
"1111",0,1,0
"1112",0,1,0
"1113",0,1,0
"1114",0,1,0
"1115",0,1,0
"1116",0,1,0
"1117",0,1,0
"1118",0,1,0
"1119",0,0,1
"1120",0,0,1
"1121",0,0,1
"1122",0,0,1
"1123",0,0,1
"1124",0,0,1
"1125",0,0,1
"1126",0,0,1
"1127",0,0,1
"1128",0,0,1
"1129",0,0,1
"1130",0,0,1
"1131",0,0,1
"1132",0,0,1
"1133",0,0,1
"1134",0,0,1
"1135",0,0,1
"1136",0,0,1
"1137",0,0,1
"1138",0,0,1
"1139",0,0,1
"1140",0,0,1
"1141",0,0,1
"1142",0,0,1
"1143",0,0,1
"1144",0,0,1
"1145",0,1,0
"1146",0,1,0
"1147",0,1,0
"1148",0,1,0
"1149",0,1,0
"1150",0,1,0
"1151",0,1,0
"1152",0,1,0
"1153",0,1,0
"1154",0,1,0
"1155",0,1,0
"1156",0,1,0
"1157",0,1,0
"1158",0,0,1
"1159",0,0,1
"1160",0,0,1
"1161",0,0,1
"1162",0,1,0
"1163",0,1,0
"1164",0,1,0
"1165",0,1,0
"1166",0,1,0
"1167",0,1,0
"1168",0,1,0
"1169",0,1,0
"1170",0,1,0
"1171",0,0,1
"1172",0,0,1
"1173",0,0,1
"1174",0,0,1
"1175",0,0,1
"1176",0,0,1
"1177",0,0,1
"1178",0,0,1
"1179",0,0,1
"1180",0,0,1
"1181",0,0,1
"1182",0,0,1
"1183",0,0,1
"1184",0,1,0
"1185",0,1,0
"1186",0,1,0
"1187",0,1,0
"1188",0,0,1
"1189",0,0,1
"1190",0,0,1
"1191",0,0,1
"1192",0,0,1
"1193",0,0,1
"1194",0,0,1
"1195",0,0,1
"1196",0,0,1
"1197",0,0,1
"1198",0,0,1
"1199",0,0,1
"1200",0,0,1
"1201",0,0,1
"1202",0,0,1
"1203",0,0,1
"1204",0,0,1
"1205",0,0,1
"1206",0,1,0
"1207",0,1,0
"1208",0,1,0
"1209",0,1,0
"1210",0,0,1
"1211",0,0,1
"1212",0,0,1
"1213",0,0,1
"1214",0,0,1
"1215",0,0,1
"1216",0,0,1
"1217",0,0,1
"1218",0,0,1
"1219",0,0,1
"1220",0,0,1
"1221",0,0,1
"1222",0,0,1
"1223",0,1,0
"1224",0,1,0
"1225",0,1,0
"1226",0,1,0
"1227",0,1,0
"1228",0,1,0
"1229",0,1,0
"1230",0,1,0
"1231",0,1,0
"1232",0,1,0
"1233",0,1,0
"1234",0,1,0
"1235",0,1,0
"1236",0,1,0
"1237",0,1,0
"1238",0,1,0
"1239",0,1,0
"1240",0,1,0
"1241",0,1,0
"1242",0,1,0
"1243",0,1,0
"1244",0,1,0
"1245",0,1,0
"1246",0,1,0
"1247",0,1,0
"1248",0,1,0
"1249",0,1,0
"1250",0,1,0
"1251",0,1,0
"1252",0,1,0
"1253",0,1,0
"1254",0,1,0
"1255",0,1,0
"1256",0,1,0
"1257",0,1,0
"1258",0,0,1
"1259",0,1,0
"1260",0,0,1
"1261",0,1,0
"1262",0,1,0
"1263",0,1,0
"1264",0,1,0
"1265",0,1,0
"1266",0,1,0
"1267",0,1,0
"1268",0,1,0
"1269",0,1,0
"1270",0,1,0
"1271",0,1,0
"1272",0,1,0
"1273",0,1,0
"1274",0,1,0
"1275",0,1,0
"1276",0,1,0
"1277",0,1,0
"1278",0,1,0
"1279",0,1,0
"1280",0,1,0
"1281",0,1,0
"1282",0,1,0
"1283",0,1,0
"1284",0,1,0
"1285",0,1,0
"1286",0,1,0
"1287",0,1,0
"1288",0,1,0
"1289",0,1,0
"1290",0,1,0
"1291",0,1,0
"1292",0,1,0
"1293",0,0,1
"1294",0,1,0
"1295",0,0,1
"1296",0,0,1
"1297",0,0,1
"1298",0,0,1
"1299",0,0,1
"1300",0,0,1
"1301",0,0,1
"1302",0,0,1
"1303",0,0,1
"1304",0,0,1
"1305",0,0,1
"1306",0,0,1
"1307",0,0,1
"1308",0,0,1
"1309",0,0,1
"1310",0,0,1
"1311",0,0,1
"1312",0,0,1
"1313",0,0,1
"1314",0,0,1
"1315",0,0,1
"1316",0,0,1
"1317",0,1,0
"1318",0,0,1
"1319",0,1,0
"1320",0,1,0
"1321",0,1,0
"1322",0,1,0
"1323",0,1,0
"1324",0,1,0
"1325",0,1,0
"1326",0,1,0
"1327",0,0,1
"1328",0,0,1
"1329",0,0,1
"1330",0,0,1
"1331",0,0,1
"1332",0,0,1
"1333",0,0,1
"1334",0,0,1
"1335",0,0,1
"1336",0,0,1
"1337",0,0,1
"1338",0,0,1
"1339",0,1,0
"1340",0,1,0
"1341",0,1,0
"1342",0,1,0
"1343",0,1,0
"1344",0,1,0
"1345",0,1,0
"1346",0,1,0
"1347",0,1,0
"1348",0,1,0
"1349",0,1,0
"1350",0,1,0
"1351",0,1,0
"1352",0,1,0
"1353",0,1,0
"1354",0,1,0
"1355",0,1,0
"1356",0,1,0
"1357",0,1,0
"1358",0,1,0
"1359",0,1,0
"1360",0,1,0
"1361",0,1,0
"1362",0,1,0
"1363",0,1,0
"1364",0,1,0
"1365",0,1,0
"1366",0,0,1
"1367",0,0,1
"1368",0,0,1
"1369",0,0,1
"1370",0,0,1
"1371",0,0,1
"1372",0,0,1
"1373",0,0,1
"1374",0,0,1
"1375",0,0,1
"1376",0,1,0
"1377",0,1,0
"1378",0,1,0
"1379",0,0,1
"1380",0,0,1
"1381",0,0,1
"1382",0,0,1
"1383",0,0,1
"1384",0,0,1
"1385",0,0,1
"1386",0,0,1
"1387",0,0,1
"1388",0,0,1
"1389",0,0,1
"1390",0,0,1
"1391",0,0,1
"1392",0,0,1
"1393",0,0,1
"1394",0,0,1
"1395",0,0,1
"1396",0,0,1
"1397",0,0,1
"1398",0,0,1
"1399",0,0,1
"1400",0,0,1
"1401",0,0,1
"1402",0,0,1
"1403",0,0,1
"1404",0,1,0
"1405",0,1,0
"1406",0,1,0
"1407",0,1,0
"1408",0,1,0
"1409",0,1,0
"1410",0,1,0
"1411",0,1,0
"1412",0,1,0
"1413",0,1,0
"1414",0,1,0
"1415",0,1,0
"1416",0,1,0
"1417",0,1,0
"1418",0,1,0
"1419",0,1,0
"1420",0,1,0
"1421",0,1,0
"1422",0,1,0
"1423",0,1,0
"1424",0,1,0
"1425",0,1,0
"1426",0,1,0
"1427",0,1,0
"1428",0,1,0
"1429",0,1,0
"1430",0,1,0
"1431",0,0,1
"1432",0,0,1
"1433",0,0,1
"1434",0,0,1
"1435",0,0,1
"1436",0,0,1
"1437",0,0,1
"1438",0,1,0
"1439",0,1,0
"1440",0,1,0
"1441",0,1,0
"1442",0,1,0
"1443",0,1,0
"1444",0,0,1
"1445",0,0,1
"1446",0,0,1
"1447",0,0,1
"1448",0,0,1
"1449",0,0,1
"1450",0,0,1
"1451",0,0,1
"1452",0,0,1
"1453",0,1,0
"1454",0,1,0
"1455",0,1,0
"1456",0,0,1
"1457",0,1,0
"1458",0,1,0
"1459",0,1,0
"1460",0,1,0
"1461",0,1,0
"1462",0,1,0
"1463",0,1,0
"1464",0,1,0
"1465",0,1,0
"1466",0,1,0
"1467",0,1,0
"1468",0,1,0
"1469",0,1,0
"1470",0,0,1
"1471",0,0,1
"1472",0,0,1
"1473",0,0,1
"1474",0,0,1
"1475",0,0,1
"1476",0,0,1
"1477",0,0,1
"1478",0,0,1
"1479",0,1,0
"1480",0,1,0
"1481",0,1,0
"1482",0,1,0
"1483",0,0,1
"1484",0,0,1
"1485",0,0,1
"1486",0,1,0
"1487",0,0,1
"1488",0,0,1
"1489",0,0,1
"1490",0,0,1
"1491",0,0,1
"1492",0,0,1
"1493",0,0,1
"1494",0,0,1
"1495",0,1,0
"1496",0,1,0
"1497",0,1,0
